nama,rating,jumlah_review,tipe,lat,lon,kategori,provinsi,url_gambar_1,url_gambar,url_gambar_2
Panggung Krapyak,4.6,3094,Tujuan Wisata,-7.8276355,110.3606071,Edukasi,Daerah Istimewa Yogyakarta,,,
Kawasan Dataran Tinggi Dieng,4.6,10254,Tujuan Wisata,-7.2149012,109.8994385,Edukasi,Jawa Tengah,,,
Semat Beach 2,4.6,23,Tujuan Wisata,-6.6374682,110.6403761,Alam,Jawa Tengah,,,
Museum Gunungapi Merapi,4.4,8505,Museum,-7.6161522,110.4243276,Edukasi,Daerah Istimewa Yogyakarta,,,
Sui Farm,4.2,249,Kebun Binatang,-8.0215741,112.6417373,Taman Hiburan,Jawa Tengah,,,
Tugu Garuda Amd Pacikaran,4.4,170,Bangunan Bersejarah,-6.7402753,110.8801697,Edukasi,Jawa Tengah,,,
Bukit Camping Menganti Beach,4.5,90,Bumi perkemahan,-7.7731852,109.4134946,Alam,Jawa Tengah,,,
Green Valley Waterpark,4.2,2178,Taman Rekreasi Air,-6.5180346,107.4720943,Taman Hiburan,Jawa Barat,,,
Bukit Panguk Kediwung,4.5,3585,Tujuan Wisata,-7.9583695,110.4407622,Alam,Daerah Istimewa Yogyakarta,,,
Benteng Vastenburg,4.5,15857,Benteng,-7.5719529,110.8307322,Edukasi,DKI Jakarta,,,
Marina Beach,4.4,593,Pantai Umum,-6.1188631,106.8293243,Alam,DKI Jakarta,,,
Penangkaran Lumba Lumba,3.9,14,Taman Margasatwa dan Safari,-6.8822956,109.7547909,Taman Hiburan,Jawa Tengah,,,
Playtopia Gandaria City Mall,4.4,632,Taman bermain,-6.2440856,106.7835662,Taman Hiburan,DKI Jakarta,,,
Suaka Margasatwa Paliyan,4.4,219,Hutan Nasional,-8.0159806,110.515396,Alam,Daerah Istimewa Yogyakarta,,,
Pantai Thomas,4.3,1627,Pantai,-8.8134521,115.0962459,Alam,Bali,,,
Apisaa Playground Tempat Bermain Anak,5,43,Taman bermain,-6.3213775,107.3499754,Taman Hiburan,Jawa Barat,https://pixabay.com/get/g7fb9ee1c6bf8f1b2e848b89f11c5452f53219241ef146638ec0c1029c786c98c23d6fbbde67d59a2f6a77854597f95219855ff87d94f94c712d1e42f65d67bda_1280.jpg,,
Oud Ned-Indië Treinhalte Bij Labuan In Pandéglang Regentschap,4.1,61,Bangunan Bersejarah,-6.3771595,105.8259679,Edukasi,Banten,,,
Candi Bojong Menje,4.1,348,Tujuan Wisata,-6.9659789,107.801837,Edukasi,Jawa Barat,https://pixabay.com/get/gcbc4363b384b0f287a6e2cf622b09262fbaad207a9f7a9b46b2dee3c8a4e0dbc24250fa12b3b250dc10f97fb98c57ee5c182704e132b4154a221d536f14c7431_1280.jpg,,
Cikao Park,4.3,8222,Taman Rekreasi Air,-6.5823178,107.448988,Taman Hiburan,Jawa Barat,,,
Monumen Watu Temanten,4.5,84,Bangunan Bersejarah,-7.6640845,110.4642325,Edukasi,Daerah Istimewa Yogyakarta,,,
